3.000000000,-0.000000010
3.000000000,0.166666662
0.000000000,0.166666662
0.000000000,-0.000000010
0.000000000,0.166666662
-3.000000000,0.166666662
-3.000000000,-0.000000010
0.000000000,-0.000000010
0.000000000,0.000000000
7.000000000,0.000000000
7.000000000,3.000000000
0.000000000,3.000000000
0.000000000,-0.000000010
7.000000000,-0.000000010
7.000000000,0.166666662
0.000000000,0.166666662
0.000000000,0.000000000
7.000000000,0.000000000
7.000000000,3.000000000
0.000000000,3.000000000
0.000000000,0.000000005
7.000000000,0.000000005
7.000000000,0.166666677
0.000000000,0.166666677
0.000000000,0.000000000
0.250000000,0.000000000
0.250000000,7.000000000
3.250000000,7.000000000
3.250000000,0.000000000
3.500000000,0.000000000
3.500000000,7.250000000
0.000000000,7.250000000
0.000000000,0.000000000
0.000000000,7.250000000
-3.500000000,7.250000000
-3.500000000,0.000000000
-3.250000000,0.000000000
-3.250000000,7.000000000
-0.250000000,7.000000000
-0.250000000,0.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,0.250000000
0.000000010,0.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.000000000
0.000000010,7.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,3.000000000
0.000000010,3.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.000000000
0.000000010,7.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,0.250000000
0.000000010,0.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.250000000
0.000000010,7.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,3.500000000
0.000000010,3.500000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.250000000
0.000000010,7.250000000
0.000000000,0.000000000
7.250000000,0.000000000
7.250000000,0.250000000
0.250000000,0.250000000
0.250000000,3.250000000
7.250000000,3.250000000
7.250000000,3.500000000
0.000000000,3.500000000
0.000000000,0.000000000
0.000000000,3.500000000
-7.250000000,3.500000000
-7.250000000,3.250000000
-0.250000000,3.250000000
-0.250000000,0.250000000
-7.250000000,0.250000000
-7.250000000,0.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.250000000
0.000000010,7.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,0.250000000
0.000000010,0.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.000000000
0.000000010,7.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,3.000000000
0.000000010,3.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.000000000
0.000000010,7.000000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,0.250000000
0.000000010,0.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,7.250000000
0.000000010,7.250000000
0.000000010,0.000000000
0.083333323,0.000000000
0.083333323,3.500000000
0.000000010,3.500000000
